Topic,Word,Score
17,共同体,0.07824341368626472
17,命运,0.07791130702051773
17,生态环境,0.0744635777665605
17,提高,0.07326367259000487
17,生育率,0.07261634996630782
17,可怕,0.0686985105203876
17,国界,0.06258249828722211
17,困境,0.060762873581650875
18,真的,0.037320102140375844
18,模式,0.03475689072487598
18,地狱,0.030800056005245435
18,共同体,0.030765165879214698
18,命运,0.030634582151077935
18,结婚,0.030466601681526494
18,微博热搜,0.028683765308211776
18,吓人,0.027026380330017606
18,diss,0.02698157824293723
18,放在,0.026904740191088537
19,黑神话,0.6784276145509885
19,抵制,0.44867398891635857
19,只会,0.4191875981591056
19,道歉,0.4099807958953068
19,想法,0.3953329098009868
19,有人,0.39304915815359887
19,联动,0.36857364405926746
19,被迫,0.3351870210814712
19,事件,0.2663354602710615
19,真的,0.25729339648701427
20,游戏,0.6014355369544087
20,纠结,0.4502104643571739
20,带动,0.2945830981981043
20,反向,0.2945830981981043
20,黑马,0.27946048157138387
20,一款,0.26521534552392984
20,时代,0.2628009189080413
20,叙事,0.2311679880692021
20,营销,0.23059422543870178
20,全网,0.2262929136714607
21,杨奇,0.42457563439369195
21,女玩家,0.3945001199043881
21,还会,0.2503432613818599
21,侮辱,0.2456399614634179
21,被迫,0.24207951522550697
21,简单,0.21904438076256638
21,喜欢,0.21811543260102512
21,纠结,0.21811543260102512
21,刻板,0.2111905076187772
21,黑神话,0.20175461739915015
22,热度,0.6255316284416941
22,历史,0.5292905917425341
22,游戏,0.3903514586889621
22,依然,0.36846496155459957
22,攻击,0.3049323659545878
22,反对,0.29884240139562046
22,黑马,0.29191475993945726
22,发生,0.27375381887688766
22,悟空,0.2563247857267007
22,选择,0.24606191472163727
23,杨奇,0.4707014732029297
23,女玩家,0.4100236490024222
23,商品,0.28793220049625895
23,喜欢,0.2871511127228209
23,还会,0.27754051903412363
23,侮辱,0.27232625325627857
23,被迫,0.26837900062639614
23,刻板,0.25608429816049333
23,印象,0.25608429816049333
23,纠结,0.24181146334553344
24,游戏,0.6702745441961783
24,黑马,0.5442125167442738
24,纠结,0.504781429733801
24,小说,0.32426404730429553
24,一款,0.30665524326204385
24,带动,0.3027659620369405
24,反向,0.3027659620369405
24,时代,0.2859892352822802
24,一种,0.25565784161059596
24,营销,0.23699962058977683
25,玩游戏,0.505217576523902
25,玩家,0.5021283754835799
25,男性,0.38857784860099864
25,女玩家,0.3600102491241036
25,女性玩家,0.29856547223645563
25,群体,0.26527775622399075
25,权利,0.2632284225951786
25,几个,0.26032321842466927
25,发言,0.2537894210595875
25,情况,0.2535733095262971
26,联动,0.7163308364607025
26,厌女,0.6544929739818425
26,尊重,0.622343097944947
26,悟空,0.4861974496705588
26,黑神话,0.3378216849474142
26,游戏,0.3117556019517108
26,黑神话悟空,0.09892172706481496
26,背景,0.06304423635421134
26,寻思,0.05848957220779187
26,记得,0.056260844563043755
